promesse_id,sentence_id,date,category,source,sentence,language
1471,1,1,Government Operations,Trudeau,"A client-focused Canada Revenue Agency will offer to complete returns for some clients, particularly lower-income Canadians and those on fixed incomes whose financial situation is unchanged year-to-year.",en
1471,1,1,Government Operations,Trudeau,"Une ARC axée sur le client offrira à certains clients, en particulier ceux à faible revenu ou don’t la situation financière n’évolue pas d’une année à l’autre, de remplir leurs déclarations",fr
1472,1,1,Government Operations,Trudeau,A client-focused Canada Revenue Agency will support more Canadians who wish to file taxes using no paper forms.,en
1472,1,1,Government Operations,Trudeau,Une ARC axée sur le client aidera les personnes qui le souhaitent à produire leur déclaration en ligne,fr
1473,1,1,Government Operations,Trudeau,"We will overhaul the CRA service model that people who interact with it to feel like valued clients, not just taxpayers.",en
1473,2,1,Government Operations,Trudeau,"We will proactively contact Canadians who are entitled to, but are not receiving, tax benefits.",en
1473,1,1,Government Operations,Trudeau,Une ARC axée sur le client prendra l’initiative de communiquer avec les Canadiennes et les Canadiens qui ne bénéficient pas des avantages fiscaux auxquels ils ont droit,fr
1474,1,1,Government Operations,Trudeau,We will use accurate data to make good decisions.,en
1474,2,1,Government Operations,Trudeau,We will stop funding initiatives that are no longer effective and invest program dollars in those that are of good value.,en
1474,1,1,Government Operations,Trudeau,"Enfin, des données de qualité nous permettront de prendre des décisions judicieuses.",fr
1474,2,1,Government Operations,Trudeau,"Nous cesserons de financer des projets qui ne sont plus efficaces, et nous investirons dans ceux qui en valent la peine.",fr
1475,1,1,Government Operations,Trudeau,We will make Statistics Canada fully independent.,en
1475,1,1,Government Operations,Trudeau,Nous donnerons pleine indépendance à Statistique Canada.,fr
1476,1,1,Government Operations,Trudeau,"To underscore the importance of the United States to Canada, we will create a Cabinet committee to oversee and manage our relationship.",en
1476,1,1,Government Operations,Trudeau,"Enfin, comme nous croyons en la valeur de nos relations avec les États-Unis, nous créerons un comité ministériel ayant pour mandat de superviser et de gérer nos relations avec ce voisin.",fr
1477,1,1,Government Operations,Trudeau,We will also ensure that federal departments are conducting the gender-based impact analyses that have been required of them for the past 20 years.,en
1477,1,1,Government Operations,Trudeau,"De plus, nous veillerons à ce que les ministères fédéraux évaluent enfin les répercussions des politiques sur les hommes et les femmes; on réclame qu’ils le fassent depuis plus de vingt ans.",fr
1478,1,1,Government Operations,Trudeau,We will ensure accounting consistency between the Estimates and the Public Accounts.,en
1478,1,1,Government Operations,Trudeau,Nous assurerons la cohérence entre les budgets des dépenses et les comptes publics,fr
1479,1,1,Government Operations,Trudeau,We will ensure that the Parliamentary Budget Officer is truly independent of the government.,en
1479,2,1,Government Operations,Trudeau,"We will make sure that the office is properly funded, and accountable only and directly to Parliament, not the government of the day.",en
1479,1,1,Government Operations,Trudeau,"Afin d’assurer la pertinence des renseignements à notre disposition, nous veillerons à ce que le directeur parlementaire du budget soit véritablement indépendant, qu’il soit financé convenablement, et qu’il relève uniquement – et directement – du Parlement, et non du gouvernement en poste.",fr
1480,1,1,Government Operations,Trudeau,"We will expand the role of the Information Commissioner, giving them the power to issue binding orders for disclosure.",en
1480,1,1,Government Operations,Trudeau,Nous élargirons le rôle de la Commissaire à l’information en lui permettant de rendre des ordonnances exécutoires de divulgation.,fr
1481,1,1,Government Operations,Trudeau,We will explore new ways to use technology to crowdsource policy ideas from citizens.,en
1481,1,1,Government Operations,Trudeau,Nous étudierons de nouveaux moyens d’en tirer parti pour recueillir les suggestions de la population.,fr
1482,1,1,Government Operations,Trudeau,We will reinstate a modernized and inclusive fair wages policy for federal procurement.,en
1482,1,1,Government Operations,Trudeau,Nous rétablirons le Régime des justes salaires pour l’approvisionnement fédéral de façon à l’actualiser et à le rendre inclusif.,fr
1483,1,1,Government Operations,Trudeau,Any incident of electoral fraud must be prosecuted.,en
1483,2,1,Government Operations,Trudeau,"To that end, we will restore the independence of the Commissioner of Canada Elections, so that they are accountable to Parliament and not the government of the day.",en
1483,1,1,Government Operations,Trudeau,Toute affaire de fraude électorale doit être portée devant les tribunaux.,fr
1483,2,1,Government Operations,Trudeau,"À cette fin, nous rétablirons l’indépendance du commissaire aux élections fédérales, pour qu’il rende des comptes au Parlement et non au gouvernement en poste.",fr
1484,1,1,Government Operations,Trudeau,We are committed to ensuring that 2015 will be the last federal election conducted under the first-past-the-post voting system.,en
1484,1,1,Government Operations,Trudeau,Nous sommes déterminés à faire en sorte que l’élection de 2015 soit la dernière élection fédérale organisée selon un scrutin majoritaire uninominal à un tour.,fr
1485,1,1,Government Operations,Trudeau,"We will convene an all-party Parliamentary committee to review a wide variety of reforms, such as ranked ballots, proportional representation, mandatory voting, and online voting.",en
1485,2,1,Government Operations,Trudeau,This committee will deliver its recommendations to Parliament.,en
1485,1,1,Government Operations,Trudeau,"Nous créerons un comité parlementaire spécial, formé de membres de tous les partis, qui se penchera sur un éventail de mesures de réforme, comme les bulletins de vote hiérarchisés, la représentation proportionnelle, le vote obligatoire et le vote en ligne.",fr
1485,2,1,Government Operations,Trudeau,Ce comité présentera ses recommandations au Parlement.,fr
1486,1,1,Government Operations,Trudeau,"Within 18 months of forming government, we will introduce legislation to enact electoral reform.",en
1486,1,1,Government Operations,Trudeau,"Dans les 18 mois suivant notre arrivée au pouvoir, nous déposerons un projet de loi sur la réforme électorale.",fr
1487,1,1,Government Operations,Trudeau,Significantly reduce the advertising budget of the government of Canada and end the use of government advertising for partisan activities.,en
1487,1,1,Government Operations,Trudeau,Diminuer considérablement le budget du gouvernement du Canada alloué à la publicité et de mettre fin à l’utilisation des publicités gouvernementales à des fins partisanes,fr
1488,1,1,Government Operations,Trudeau,We will appoint an Advertising Commissioner to help the Auditor General oversee government advertising.,en
1488,2,1,Government Operations,Trudeau,The Commissioner will review proposed messages to ensure that they are non-partisan and represent a legitimate public service announcement.,en
1488,1,1,Government Operations,Trudeau,Nous nommerons donc un commissaire à la publicité qui aidera le vérificateur général à encadrer les publicités gouvernementales.,fr
1488,2,1,Government Operations,Trudeau,Ce commissaire évaluera les messages proposés pour s’assurer qu’ils sont neutres et bel et bien d’intérêt public.,fr
1489,1,1,Government Operations,Trudeau,"We will give Elections Canada the resources it needs to investigate voter fraud and vote suppression, illegal financing, and other threats to free and fair elections.",en
1489,1,1,Government Operations,Trudeau,"Nous donnerons à Élections Canada les ressources dont elle a besoin pour enquêter sur les cas de fraude ou de dissuasion électorales, sur le financement illégal, et sur toute autre affaire qui menace l’intégrité du processus électoral.",fr
1490,1,1,Government Operations,Trudeau,We will increase penalties so that there are real deterrents for deliberately breaking our election laws.,en
1490,1,1,Government Operations,Trudeau,Nous alourdirons en outre les peines pour réellement dissuader quiconque d’enfreindre nos lois électorales.,fr
1491,1,1,Government Operations,Trudeau,Every young person should be registered to vote when they turn 18.,en
1491,2,1,Government Operations,Trudeau,"We will work with interested provinces and territories, and Elections Canada, to register young Canadians as a part of their high school or CEGEP curriculum.",en
1491,1,1,Government Operations,Trudeau,Les citoyennes et citoyens devraient être inscrits sur la liste électorale dès qu’ils atteignent l’âge de 18 ans.,fr
1491,2,1,Government Operations,Trudeau,Nous collaborerons avec les provinces et territoires intéressés et avec Élections Canada pour intégrer l’inscription électorale des jeunes Canadiennes et Canadiens aux programmes d’études secondaires ou au cégep.,fr
1492,1,1,Government Operations,Trudeau,"To encourage more voter participation, we will support Elections Canada in proactively registering Canadians from groups that historically have lower turnout, such as students.",en
1492,1,1,Government Operations,Trudeau,"Enfin, pour accroître le taux de participation, nous appuierons les efforts que déploie Élections Canada pour que les gens appartenant à des groupes qui d’ordinaire participent en moins grand nombre, comme les étudiants, s’inscrivent sur la liste électorale.",fr
1493,1,1,Government Operations,Trudeau,"To ensure that no young person loses the opportunity to vote, we will mandate Elections Canada to stay in contact with them if they change addresses after graduation.",en
1493,1,1,Government Operations,Trudeau,"Afin qu’aucun d’entre eux les jeunes ne perde l’occasion de se rendre aux urnes, nous chargerons Élections Canada de demeurer en contact avec eux s’ils changent d’adresse après avoir obtenu leur diplôme.",fr
1494,1,1,Government Operations,Trudeau,"We will help encourage more Canadians to vote, by removing restrictions on the ways in which the Chief Electoral Officer and Elections Canada can communicate with voters.",en
1494,1,1,Government Operations,Trudeau,"Nous inciterons davantage de Canadiennes et de Canadiens à voter, en éliminant les restrictions entourant les communications du directeur général des élections et d’Élections Canada avec l’électorat.",fr
1495,1,1,Government Operations,Trudeau,We will restore the voter identification card as an acceptable form of identification.,en
1495,1,1,Government Operations,Trudeau,La carte d’identification de l’électeur sera de nouveau acceptée comme pièce d’identification.,fr
1496,1,1,Government Operations,Trudeau,"We will review the limits on how much political parties can spend during elections, and ensure that spending between elections is subject to limits as well.",en
1496,1,1,Government Operations,Trudeau,Nous reverrons le plafond des dépenses électorales et veillerons également à limiter les dépenses entre les élections,fr
1497,1,1,Government Operations,Trudeau,"We recognize the relationship between Indigenous Peoples and the land, and will respect legal traditions and perspectives on environmental stewardship.",en
1497,1,1,Government Operations,Trudeau,"Nous reconnaissons les liens qui unissent les peuples autochtones au territoire, et nous respecterons les traditions juridiques et les perspectives autochtones quant à la gestion de l’environnement.",fr
1498,1,1,Government Operations,Trudeau,"We will undertake, in full partnership and consultation with First Nations, Inuit, and the Métis Nation, a full review of laws, policies, and operational practices.",en
1498,1,1,Government Operations,Trudeau,"De concert avec les Premières Nations, les Inuits et la nation métisse, nous entreprendrons un examen complet des lois, des politiques et des pratiques opérationnelles",fr
1499,1,1,Government Operations,Trudeau,"Near the end of the fiscal year, we will automatically transfer any uncommitted federal infrastructure funds to municipalities, through a temporary top-up of the Gas Tax Fund.",en
1499,1,1,Government Operations,Trudeau,"Vers la fin de chaque exercice, nous transférerons automatiquement aux municipalités le financement fédéral réservé aux infrastructures, mais non engagé, par le biais d’un supplément temporaire au Fonds de la taxe sur l’essence.",fr
1500,1,1,Government Operations,Trudeau,"Directing CRA to immediately begin an analysis and stronger enforcement of tax evasion, or what the OECD calls the tax gap.",en
1500,1,1,Government Operations,Trudeau,"Demander à l’ARC de procéder immédiatement à une analyse de la fraude fiscale, ou de ce que l’OCDE appelle l’écart fiscal .",fr
1501,1,1,Government Operations,Trudeau,"We will create a Prime Minister’s Youth Advisory Council, consisting of young Canadians aged 16 to 24, to provide non-partisan advice to the Prime Minister on issues facing the country.",en
1501,1,1,Government Operations,Trudeau,"Nous créerons le Conseil consultatif jeunesse du premier ministre, qui sera formé de jeunes Canadiennes et Canadiens âgés de 16 à 24 ans qui offriront au chef du gouvernement des conseils objectifs sur les enjeux de l’heure.",fr
1502,1,1,Government Operations,Trudeau,We will include an equal number of women and men in our Cabinet.,en
1502,1,1,Government Operations,Trudeau,Un cabinet libéral sera formé d’un nombre égal de femmes et d’hommes.,fr
1503,1,1,Government Operations,Trudeau,"We will also make the new builiding Canada fund more transparent, by providing clearer project criteria, along with faster approval processes.",en
1503,1,1,Government Operations,Trudeau,Nous rendrons également le fonds Chantiers Canada plus transparent en établissant des critères de projet plus clairs et en mettant en place des processus d’approbation des demandes plus rapides.,fr
1504,1,1,Government Operations,Trudeau,Stephen Harper has used prorogation to avoid difficult political circumstances.,en
1504,2,1,Government Operations,Trudeau,We will not.,en
1504,1,1,Government Operations,Trudeau,"Stephen Harper a eu recours à la prorogation pour échapper à certaines situations périlleuses, chose que nous ne ferons pas.",fr
1505,1,1,Government Operations,Trudeau,We will allow more time for questions and answers during Question Period.,en
1505,1,1,Government Operations,Trudeau,Nous donnerons plus de temps aux députés de la Chambre pour poser les questions et y répondre durant la période de questions.,fr
1506,1,1,Government Operations,Trudeau,We will empower the Speaker to challenge and sanction members during Question Period.,en
1506,1,1,Government Operations,Trudeau,Nous permettrons également au Président de la Chambre des communes de demander des explications aux députés ou à leur imposer des sanctions pendant la période de questions,fr
1507,1,1,Government Operations,Trudeau,We will establish an independent commission to organize leaders’ debates and bring an end to partisan gamesmanship.,en
1507,1,1,Government Operations,Trudeau,Nous mettrons un terme aux manœuvres partisanes en confiant l’organisation des débats des chefs à une commission indépendante.,fr
1508,1,1,Government Operations,Trudeau,We will introduce a Prime Minister’s Question Period to improve that level of direct accountability.,en
1508,1,1,Government Operations,Trudeau,Nous instaurerons une période de questions du premier ministre.,fr
1509,1,1,Government Operations,Trudeau,"We will look at other ways to make Question Period more relevant, including the use of online technologies, and will work with all parties to recommend and bring about these changes.",en
1509,1,1,Government Operations,Trudeau,"Nous réfléchirons à d’autres moyens de rendre la période de questions plus pertinente, comme la possibilité de recourir aux technologies Web, et collaborerons avec les autres partis en vue de concrétiser ces améliorations.",fr
1510,1,1,Government Operations,Trudeau,"We will ensure that Parliamentary committees are properly resourced to bring in expert witnesses, and are sufficiently staffed to continue to provide reliable, non-partisan research.",en
1510,1,1,Government Operations,Trudeau,"Nous veillerons donc à ce que les comités parlementaires disposent des moyens nécessaires pour appeler des experts à témoigner, et d’effectifs suffisants pour continuer à mener des recherches fiables et objectives",fr
1511,1,1,Government Operations,Trudeau,We will add the costing of party platforms to the Parliamentary Budget Officer’s mandate.,en
1511,2,1,Government Operations,Trudeau,"Starting with the next election, Canadians will have a credible, non-partisan way to compare each party’s fiscal plans.",en
1511,1,1,Government Operations,Trudeau,Nous élargirons le mandat du directeur parlementaire du budget afin qu’il se penche sur le cadre financier des partis.,fr
1511,2,1,Government Operations,Trudeau,"Ainsi, dès les prochaines élections fédérales, la population pourra se fier à une source crédible et neutre pour comparer le plan financier de chacun des partis.",fr
1512,1,1,Government Operations,Trudeau,We will provide costing analysis for all proposed legislation.,en
1512,1,1,Government Operations,Trudeau,Nous fournirons des analyses de coûts pour tous les projets de loi,fr
1513,1,1,Government Operations,Trudeau,"To increase accountability, we will strengthen the role of Parliamentary committee chairs, including elections by secret ballot.",en
1513,1,1,Government Operations,Trudeau,"Pour favoriser la responsabilisation, nous renforcerons le rôle des présidents des comités, notamment en les élisant par scrutin secret.",fr
1514,1,1,Government Operations,Trudeau,We will end the practice of having federal Ministers interfere in the environmental assessment process.,en
1514,1,1,Government Operations,Trudeau,Nous mettrons un terme à l’ingérence des ministres fédéraux dans le processus d’évaluation environnementale.,fr
1515,1,1,Government Operations,Trudeau,We will end the secrecy surrounding the Board of Internal Economy – the group responsible for regulating spending by Members of Parliament.,en
1515,2,1,Government Operations,Trudeau,"Except in rare cases requiring confidentiality, meetings of this group will be open to the public.",en
1515,1,1,Government Operations,Trudeau,"Finies les séances à huis clos du Bureau de régie interne, l’organisme régulant les dépenses des membres de la Chambre des communes.",fr
1515,2,1,Government Operations,Trudeau,"Hormis les rares cas où la confidentialité est de rigueur, les audiences du Bureau seront publiques.",fr
1516,1,1,Government Operations,Trudeau,"We will make government more accountable by requiring all Parliamentarians to disclose their expenses in a common and detailed manner, each quarter.",en
1516,1,1,Government Operations,Trudeau,Nous obligerons le gouvernement à une plus grande transparence en imposant à tous les parlementaires de rendre publiques leurs dépenses trimestrielles de façon uniforme et détaillée.,fr
1517,1,1,Government Operations,Trudeau,We will not interfere with the work of government watchdogs.,en
1517,2,1,Government Operations,Trudeau,"We will ensure that all of the officers are properly funded and accountable only to Parliament, not the government of the day.",en
1517,1,1,Government Operations,Trudeau,Nous n’entraverons pas le travail des surveillants du gouvernement.,fr
1517,2,1,Government Operations,Trudeau,"Nous veillerons à ce qu’ils disposent du financement nécessaire pour bien s’acquitter de leurs tâches et à ce qu’ils soient tenus de rendre des comptes uniquement au Parlement, et non au gouvernement en poste.",fr
1518,1,1,Government Operations,Trudeau,We will require the government to receive Parliament’s approval on borrowing plans.,en
1518,1,1,Government Operations,Trudeau,Nous obligerons le gouvernement à soumettre tout plan d’emprunt au vote de la Chambre.,fr
1519,1,1,Government Operations,Trudeau,"We will create a new, non-partisan, merit-based process to advise the Prime Minister on Senate appointments.",en
1519,1,1,Government Operations,Trudeau,"Nous mettrons en place un comité non partisan, dont les membres seront nommés au mérite, qui proposera au premier ministre des candidates et des candidats à la Chambre haute.",fr
1520,1,1,Government Operations,Trudeau,"For members of the Liberal Caucus, all votes will be free votes except those that implement the Liberal platform, those that the confidence matters and the protections guaranteed by the Charter of Rights and Freedoms.",en
1520,1,1,Government Operations,Trudeau,"Tous les membres du caucus libéral pourront voter librement, sauf lorsqu’il s’agira de mesures émanant de la plate-forme électorale libérale, de votes de confiance portant, par exemple, sur le budget de questions touchant nos valeurs communes et les protections garanties par la Charte canadienne des droits et libertés.",fr
1521,1,1,Government Operations,Trudeau,Stephen Harper has also used omnibus bills to prevent Parliament from properly reviewing and debating his proposals.,en
1521,2,1,Government Operations,Trudeau,We will change the House of Commons Standing Orders to bring an end to this undemocratic practice.,en
1521,1,1,Government Operations,Trudeau,M.,
1521,2,1,Government Operations,Trudeau,Harper s’est également servi des projets de loi omnibus pour empêcher les parlementaires d’étudier ses propositions et d’en débattre convenablement.,fr
1521,3,1,Government Operations,Trudeau,Nous mettrons un terme à cette pratique antidémocratique en modifiant le Règlement de la Chambre des communes.,fr
1522,1,1,Government Operations,Trudeau,We will change the rules so that Ministers and Parliamentary Secretaries no longer have a vote on committees.,en
1522,1,1,Government Operations,Trudeau,Nous modifierons également les règles pour que les ministres et les secrétaires parlementaires n’aient plus droit de vote au sein des comités.,fr
1523,1,1,Government Operations,Trudeau,"We will get our communities moving again, by giving our provinces, territories, and municipalities the long-term, predictable federal funding they need to make transit plans a reality.",en
1523,1,1,Government Operations,Trudeau,"Nous faciliterons les déplacements de nos communautés en donnant aux provinces, aux territoires et aux municipalités le financement fédéral prévisible et à long terme nécessaire pour concrétiser leurs plans de transport collectif.",fr
1524,1,1,Government Operations,Trudeau,We will ensure that all those appointed to the Supreme Court are functionally bilingual.,en
1524,1,1,Government Operations,Trudeau,Nous veillerons en outre au bilinguisme fonctionnel de tous les juges nommés de la Cour suprême.,fr
1525,1,1,Government Operations,Trudeau,"We will ensure that the process involves proper consultation with authorities throughout the legal profession, including the provinces, provincial law societies, provincial appellate and superior courts, and the Chief Justice of the Supreme Court.",en
1525,1,1,Government Operations,Trudeau,"Nous consulterons tous les intervenants pertinents, y compris les provinces, leurs barreaux, cours d’appel et cours supérieures, ainsi que la juge en chef de la Cour suprême.",fr
1526,1,1,Government Operations,Trudeau,"We will work with all parties in the House of Commons to ensure that the process of appointing Supreme Court Justices is transparent, inclusive, and accountable to Canadians.",en
1526,1,1,Government Operations,Trudeau,"Nous collaborerons avec les autres partis à la Chambre des communes pour rétablir un processus de nomination transparent, inclusif et responsable.",fr
1527,1,1,Government Operations,Trudeau,"We are strongly committed to supporting and protecting workers’ rights, and as government, we will bargain in good faith with Canada’s public sector unions.",en
1527,1,1,Government Operations,Trudeau,"Nous sommes résolus à soutenir et à protéger les droits des travailleurs et, en tant que gouvernement, à négocier de bonne foi avec les syndicats du secteur public canadien.",fr
1528,1,1,Government Operations,Trudeau,"We will restore fair and balanced labour laws that acknowledge the important role of unions in Canada, and respect their importance in helping the middle class grow and prosper.",en
1528,2,1,Government Operations,Trudeau,This begins with repealing Bills C-377 and C-525,en
1528,1,1,Government Operations,Trudeau,Nous rétablirons des lois du travail justes et équilibrées qui reconnaissent le rôle important des syndicats au Canada et nous respecterons le rôle qu’ils jouent dans la croissance et la prospérité de la classe moyenne.,fr
1528,2,1,Government Operations,Trudeau,Nous commencerons par abroger les projets de loi C-377 et C-525,fr
1529,1,1,Government Operations,Trudeau,We will work with interested provinces and territories so that they can offer the same rights to workers under their jurisdiction.,en
1529,1,1,Government Operations,Trudeau,Nous collaborerons également avec les provinces et territoires intéressés pour leur permettre d’accorder les mêmes droits aux travailleurs relevant de leur compétence.,fr
1530,1,1,Government Operations,Trudeau,"We will work with the provinces and territories to amend their labour codes, to reflect these new federal benefits.",en
1530,1,1,Government Operations,Trudeau,Nous collaborerons avec les provinces et les territoires pour modifier leurs codes du travail de telle sorte que ces derniers correspondent aux nouvelles prestations fédérales.,fr
1531,1,1,Government Operations,Trudeau,We will stop Stephen Harper’s plan to end door-to-door mail delivery in Canada.,en
1531,1,1,Government Operations,Trudeau,Nous reviendrons sur la décision de Stephen Harper de mettre fin à la livraison du courrier à domicile au Canada,fr
1532,1,1,Immigration,Trudeau,"To help those who are new to Canada, we will change the rules so that spouses immigrating to Canada receive immediate permanent residency – rather than a two-year waiting period.",en
1532,1,1,Immigration,Trudeau,"Pour aider les nouveaux arrivants, nous modifierons les règles qui s’appliquent aux conjoints immigrant au Canada.",fr
1532,2,1,Immigration,Trudeau,Nous ferons en sorte que la résidence permanente leur soit immédiatement accordée – sans délai d’attente de deux ans.,fr
1533,1,1,Immigration,Trudeau,We will appoint individuals with appropriate subject-matter expertise to Canada’s Immigration and Refugee Board.,en
1533,1,1,Immigration,Trudeau,Nous nommerons des personnes dûment qualifiées pour siéger à la Commission de l’immigration et du statut de réfugié du Canada.,fr
1534,1,1,Immigration,Trudeau,"We will immediately double the number of applications allowed for parents and grandparents, to 10,000 each year.",en
1534,1,1,Immigration,Trudeau,"Nous porterons immédiatement à 10 000 le nombre de demandes de parrainage de parents et de grands-parents acceptées annuellement, soit le double du nombre actuel.",fr
1535,1,1,Immigration,Trudeau,We will nearly double the budget for processing family class sponsorship.,en
1535,2,1,Immigration,Trudeau,Wait times will come down – which currently average almost four years for parent and grandparent applications.,en
1535,1,1,Immigration,Trudeau,Nous doublerons presque le budget alloué au traitement des demandes de parrainage de la catégorie familiale.,fr
1535,2,1,Immigration,Trudeau,"Ainsi, les délais d’attente seront réduits (ceux-ci atteignent actuellement, en moyenne, presque quatre ans dans le cas des demandes de parrainage de parents et de grands-parents).",fr
1536,1,1,Immigration,Trudeau,We will provide more opportunities for applicants who have Canadian siblings by giving additional points under the Express Entry system.,en
1536,1,1,Immigration,Trudeau,Nous donnerons une chance aux demandeurs qui ont de la famille au Canada en leur accordant des points supplémentaires en vertu du système Entrée express,fr
1537,1,1,Immigration,Trudeau,"We will restore the maximum age for dependents to 22 from 19, to allow more Canadians to bring their children to Canada.",en
1537,1,1,Immigration,Trudeau,Nous rétablirons à 22 ans l’âge maximum admissible des personnes à charge (il est actuellement de 19 ans).,fr
1537,2,1,Immigration,Trudeau,"Ainsi, plus de Canadiennes et de Canadiens auront ainsi la possibilité de faire venir leurs enfants au pays",fr
1538,1,1,Immigration,Trudeau,"We will expand Canada’s intake of refugees from Syria by 25,000 through immediate government sponsorship.",en
1538,1,1,Immigration,Trudeau,Nous augmenterons immédiatement de 25 000 le nombre de réfugiés syriens accueillis en sol canadien grâce à des parrainages par le gouvernement.,fr
1539,1,1,Immigration,Trudeau,"We will invest $250 million, including $100 million this fiscal year, to increase refugee processing, as well as sponsorship and settlement services capacity in Canada.",en
1539,1,1,Immigration,Trudeau,"Nous investirons donc 250 millions de dollars, dont 100 millions au cours du présent exercice financier, pour accélérer le traitement des demandes et améliorer les services de parrainage et d’établissement au Canada.",fr
1540,1,1,Immigration,Trudeau,We will fully restore the Interim Federal Health Program that provides limited and temporary health benefits to refugees and refugee claimants.,en
1540,1,1,Immigration,Trudeau,"Nous rétablirons, dans son intégralité, le Programme fédéral de santé intérimaire, qui offre une couverture de soins de santé limitée et temporaire aux réfugiés et aux demandeurs d’asile",fr
1541,1,1,Immigration,Trudeau,"We will establish an expert human rights panel to determine designated countries of origin, and provide a right to appeal refugee decisions for citizens from these countries.",en
1541,1,1,Immigration,Trudeau,Nous mettrons sur pied un comité d’experts des droits de la personne qui dressera une liste de pays d’origine désignés et concédera un droit d’appel aux demandeurs d’asile issus de ces pays si leur demande est refusée,fr
1542,1,1,Immigration,Trudeau,We will make it easier for international students and other temporary residents to become Canadian citizens by restoring the residency time credit.,en
1542,1,1,Immigration,Trudeau,"En ramenant le temps de résidence temporaire dans l’équation, nous aiderons les étudiants étrangers et les autres résidents temporaires à obtenir la citoyenneté canadienne.",fr
1543,1,1,Immigration,Trudeau,"We will also make changes to the Canadian Experience Class, to reduce the barriers to immigration imposed on international students.",en
1543,1,1,Immigration,Trudeau,Nous modifierons aussi la catégorie de l’expérience canadienne pour réduire les obstacles imposés aux étudiants étrangers.,fr
1544,1,1,Law and Crime,Trudeau,"We will launch a national public inquiry into missing and murdered Indigenous women and girls in Canada, to seek recommendations on concrete actions that governments, law enforcement, and others can take to solve these crimes and prevent future ones.",en
1544,1,1,Law and Crime,Trudeau,"Nous lancerons sans attendre une enquête publique nationale sur ces cas dans le but de recommander des mesures concrètes que les gouvernements, les forces de l’ordre et les autres intervenants pourront prendre pour résoudre ces crimes et en éviter de nouveaux.",fr
1545,1,1,Law and Crime,Trudeau,"We will also invest an additional $80 million, over four years, to help the Canada Revenue Agency crack down on tax evaders.",en
1545,1,1,Law and Crime,Trudeau,Nous investirons 80 millions de dollars supplémentaires sur quatre ans pour aider l’Agence du revenu du Canada à lutter contre l’évasion fiscale.,fr
1546,1,1,Law and Crime,Trudeau,We will work in partnership with provinces and territories to bolster public awareness campaigns concerning gender violence.,en
1546,1,1,Law and Crime,Trudeau,"De concert avec les provinces et les territoires, nous soutiendrons les campagnes de sensibilisation du public sur la violence basée sur le genre.",fr
1547,1,1,Law and Crime,Trudeau,We will immediately implement the imported gun marking regulations that have been repeatedly delayed by Stephen Harper.,en
1547,1,1,Law and Crime,Trudeau,Nous appliquerons sans attendre le règlement sur le marquage des armes à feu importées que ne cesse de reporter M.,fr
1547,2,1,Law and Crime,Trudeau,Harper.,
1548,1,1,Law and Crime,Trudeau,We will not create a new national long-gun registry to replace the one that has been dismantled.,en
1548,1,1,Law and Crime,Trudeau,Nous ne créerons pas de nouveau registre des armes d’épaule pour remplacer celui qui a été aboli.,fr
1549,1,1,Law and Crime,Trudeau,We will provide $100 million each year to the provinces and territories to support guns and gangs police task forces to take illegal guns off our streets and reduce gang violence.,en
1549,1,1,Law and Crime,Trudeau,Nous verserons 100 millions de dollars tous les ans aux forces spéciales de la police affectées aux armes à feu et aux gangs de rue pour retirer les armes illégales de la rue et réduire la violence liée aux gangs de rue.,fr
1550,1,1,Law and Crime,Trudeau,"We will put decision-making about weapons restrictions back in the hands of police, not politicians.",en
1550,1,1,Law and Crime,Trudeau,"Nous remettrons le pouvoir de décision en matière d’armes entre les mains de la police, et non des politiciens.",fr
1551,1,1,Law and Crime,Trudeau,We will repeal changes made by Bill C-42 that allow restricted and prohibited weapons to be freely transported without a permit.,en
1551,1,1,Law and Crime,Trudeau,Nous annulerons les changements apportés par le projet de loi C-42 qui autorisent le transport d’armes prohibées ou à autorisation restreinte sans permis,fr
1552,1,1,Law and Crime,Trudeau,We will require enhanced background checks for anyone seeking to purchase a handgun or other restricted firearm.,en
1552,1,1,Law and Crime,Trudeau,Nous exigerons une vérification rigoureuse des antécédents pour toute personne cherchant à se procurer une arme de poing ou une arme à feu à autorisation restreinte.,fr
1553,1,1,Law and Crime,Trudeau,We will require firearms vendors to keep records of all firearms inventory and sales to assist police in investigating firearms trafficking and other gun crimes.,en
1553,1,1,Law and Crime,Trudeau,Nous exigerons des vendeurs qu’ils tiennent un inventaire de leurs armes à feu et un registre de leurs ventes afin d’aider la police dans ses enquêtes sur le trafic et autres crimes impliquant des armes.,fr
1554,1,1,Law and Crime,Trudeau,"We will require purchasers of firearms to show a license when they buy a gun, and require all sellers of firearms to confirm that the license is valid before completing the sale.",en
1554,1,1,Law and Crime,Trudeau,"Nous obligerons les acheteurs à présenter leur permis lors de l’achat d’une arme à feu, et les vendeurs à en vérifier la validité avant de conclure la vente.",fr
1555,1,1,Law and Crime,Trudeau,We will review current gender- and culturally-sensitive training policies for federal front-line law enforcement officers to ensure that they are strong and effective.,en
1555,1,1,Law and Crime,Trudeau,Nous reverrons également les politiques actuelles de formation des agents de la paix de première ligne en fonction d’enjeux délicats – comme les questions de genre et de culture – pour nous assurer qu’elles sont rigoureuses et efficaces.,fr
